airline,origin_city,destination_city,distance_miles,arrival_delay_minutes
American Airlines,"Phoenix, AZ","Chicago, IL",1440,-1
American Airlines,"Phoenix, AZ","Chicago, IL",1440,-8
American Airlines,"Phoenix, AZ","Chicago, IL",1440,11
American Airlines,"Phoenix, AZ","Dallas/Fort Worth, TX",868,-20
American Airlines,"Phoenix, AZ","Dallas/Fort Worth, TX",868,-24
American Airlines,"Phoenix, AZ","Dallas/Fort Worth, TX",868,-16
American Airlines,"Phoenix, AZ","Eugene, OR",952,-10
American Airlines,"Phoenix, AZ","Eugene, OR",952,-17
American Airlines,"Phoenix, AZ","Indianapolis, IN",1489,-22
American Airlines,"Phoenix, AZ","Kahului, HI",2844,-29
American Airlines,"Phoenix, AZ","Kansas City, MO",1044,27
American Airlines,"Phoenix, AZ","Kona, HI",2860,-19
American Airlines,"Phoenix, AZ","Las Vegas, NV",255,-19
American Airlines,"Phoenix, AZ","Lihue, HI",2979,-3
American Airlines,"Phoenix, AZ","Madison, WI",1396,-3
American Airlines,"Phoenix, AZ","Minneapolis, MN",1276,-5
American Airlines,"Phoenix, AZ","New Orleans, LA",1301,1
American Airlines,"Phoenix, AZ","Newark, NJ",2133,20
American Airlines,"Phoenix, AZ","Ontario, CA",325,-7
American Airlines,"Phoenix, AZ","Orlando, FL",1849,4
American Airlines,"Phoenix, AZ","Philadelphia, PA",2076,-22
American Airlines,"Phoenix, AZ","Philadelphia, PA",2076,-36
American Airlines,"Phoenix, AZ","Philadelphia, PA",2076,-43
American Airlines,"Phoenix, AZ","Sacramento, CA",647,-15
American Airlines,"Phoenix, AZ","Sacramento, CA",647,-15
American Airlines,"Phoenix, AZ","San Antonio, TX",843,-6
American Airlines,"Phoenix, AZ","Spokane, WA",1020,26
American Airlines,"Phoenix, AZ","St. Louis, MO",1262,1
American Airlines,"Phoenix, AZ","Washington, DC",1979,-10
American Airlines,"Pittsburgh, PA","Charlotte, NC",366,9
American Airlines,"Pittsburgh, PA","Charlotte, NC",366,32
American Airlines,"Pittsburgh, PA","Dallas/Fort Worth, TX",1067,13
American Airlines,"Pittsburgh, PA","Los Angeles, CA",2136,-24
American Airlines,"Pittsburgh, PA","Miami, FL",1013,-29
American Airlines,"Pittsburgh, PA","Phoenix, AZ",1814,5
American Airlines,"Portland, ME","Charlotte, NC",813,-11
American Airlines,"Portland, OR","Chicago, IL",1739,-16
American Airlines,"Portland, OR","Dallas/Fort Worth, TX",1616,8
American Airlines,"Portland, OR","Miami, FL",2700,-28
American Airlines,"Portland, OR","Phoenix, AZ",1010,-22
American Airlines,"Providence, RI","Charlotte, NC",684,-29
American Airlines,"Providence, RI","Charlotte, NC",684,-20
American Airlines,"Providence, RI","Philadelphia, PA",237,-13
American Airlines,"Raleigh/Durham, NC","Charlotte, NC",130,-1
American Airlines,"Raleigh/Durham, NC","Charlotte, NC",130,66
American Airlines,"Raleigh/Durham, NC","Charlotte, NC",130,-2
American Airlines,"Raleigh/Durham, NC","Charlotte, NC",130,-14
American Airlines,"Raleigh/Durham, NC","Miami, FL",700,-14
American Airlines,"Raleigh/Durham, NC","Miami, FL",700,-3
American Airlines,"Raleigh/Durham, NC","Washington, DC",227,-10
American Airlines,"Reno, NV","Dallas/Fort Worth, TX",1345,9
American Airlines,"Reno, NV","Dallas/Fort Worth, TX",1345,-12
American Airlines,"Reno, NV","Dallas/Fort Worth, TX",1345,37
American Airlines,"Reno, NV","Phoenix, AZ",601,2
American Airlines,"Richmond, VA","Charlotte, NC",257,6
American Airlines,"Richmond, VA","Dallas/Fort Worth, TX",1158,59
American Airlines,"Richmond, VA","Dallas/Fort Worth, TX",1158,47
American Airlines,"Rochester, NY","Charlotte, NC",573,-17
American Airlines,"Rochester, NY","Charlotte, NC",573,-11
American Airlines,"Sacramento, CA","Chicago, IL",1781,-10
American Airlines,"Sacramento, CA","Dallas/Fort Worth, TX",1431,953
American Airlines,"Salt Lake City, UT","Chicago, IL",1250,-18
American Airlines,"Salt Lake City, UT","Miami, FL",2088,14
American Airlines,"San Antonio, TX","Dallas/Fort Worth, TX",247,-5
American Airlines,"San Antonio, TX","Dallas/Fort Worth, TX",247,-15
American Airlines,"San Antonio, TX","Dallas/Fort Worth, TX",247,7
American Airlines,"San Antonio, TX","Miami, FL",1143,-28
American Airlines,"San Antonio, TX","Phoenix, AZ",843,-9
American Airlines,"San Antonio, TX","Phoenix, AZ",843,-3
American Airlines,"San Antonio, TX","Phoenix, AZ",843,-19
American Airlines,"San Antonio, TX","Phoenix, AZ",843,-18
American Airlines,"San Diego, CA","Chicago, IL",1723,7
American Airlines,"San Diego, CA","Dallas/Fort Worth, TX",1171,-13
American Airlines,"San Diego, CA","Philadelphia, PA",2370,-13
American Airlines,"San Diego, CA","Phoenix, AZ",304,-21
American Airlines,"San Diego, CA","Phoenix, AZ",304,1
American Airlines,"San Francisco, CA","Charlotte, NC",2296,-25
American Airlines,"San Francisco, CA","Chicago, IL",1846,-26
American Airlines,"San Francisco, CA","Chicago, IL",1846,59
American Airlines,"San Francisco, CA","Chicago, IL",1846,-31
American Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,3
American Airlines,"San Francisco, CA","Dallas/Fort Worth, TX",1464,-14
American Airlines,"San Francisco, CA","New York, NY",2586,-41
American Airlines,"San Francisco, CA","Philadelphia, PA",2522,-19
American Airlines,"San Francisco, CA","Philadelphia, PA",2522,-44
American Airlines,"San Francisco, CA","Phoenix, AZ",651,-2
American Airlines,"San Francisco, CA","Phoenix, AZ",651,-26
American Airlines,"San Francisco, CA","Phoenix, AZ",651,38
American Airlines,"San Jose, CA","Phoenix, AZ",621,95
American Airlines,"San Juan, PR","Charlotte, NC",1475,-30
American Airlines,"San Juan, PR","Charlotte, NC",1475,-26
American Airlines,"San Juan, PR","Miami, FL",1045,-5
American Airlines,"San Juan, PR","Miami, FL",1045,-11
American Airlines,"San Juan, PR","Philadelphia, PA",1576,10
American Airlines,"San Juan, PR","Philadelphia, PA",1576,119
American Airlines,"San Luis Obispo, CA","Dallas/Fort Worth, TX",1360,-17
American Airlines,"Santa Ana, CA","Dallas/Fort Worth, TX",1205,-30
American Airlines,"Santa Ana, CA","Dallas/Fort Worth, TX",1205,67
American Airlines,"Santa Ana, CA","Dallas/Fort Worth, TX",1205,-21
American Airlines,"Santa Ana, CA","Phoenix, AZ",338,-22
American Airlines,"Santa Barbara, CA","Phoenix, AZ",455,-17
American Airlines,"Sarasota/Bradenton, FL","Charlotte, NC",547,-15
American Airlines,"Sarasota/Bradenton, FL","Dallas/Fort Worth, TX",945,6
American Airlines,"Sarasota/Bradenton, FL","Washington, DC",851,-25
American Airlines,"Savannah, GA","Charlotte, NC",213,4
American Airlines,"Seattle, WA","Chicago, IL",1721,-34
American Airlines,"Sioux Falls, SD","Dallas/Fort Worth, TX",737,216
American Airlines,"Spokane, WA","Dallas/Fort Worth, TX",1477,-1
American Airlines,"Spokane, WA","Dallas/Fort Worth, TX",1477,5
American Airlines,"St. Louis, MO","Charlotte, NC",575,-24
American Airlines,"St. Louis, MO","Charlotte, NC",575,244
American Airlines,"St. Louis, MO","Charlotte, NC",575,-23
American Airlines,"St. Louis, MO","Dallas/Fort Worth, TX",550,10
American Airlines,"St. Louis, MO","Miami, FL",1068,-32
American Airlines,"St. Louis, MO","Phoenix, AZ",1262,-17
American Airlines,"Syracuse, NY","Dallas/Fort Worth, TX",1336,-27
American Airlines,"Syracuse, NY","Philadelphia, PA",228,-5
American Airlines,"Tampa, FL","Charlotte, NC",507,-11
American Airlines,"Tampa, FL","Charlotte, NC",507,-23
American Airlines,"Tampa, FL","Charlotte, NC",507,-29
American Airlines,"Tampa, FL","Charlotte, NC",507,3
American Airlines,"Tampa, FL","Chicago, IL",1012,-30
American Airlines,"Tampa, FL","Chicago, IL",1012,4
American Airlines,"Tampa, FL","Dallas/Fort Worth, TX",929,-20
American Airlines,"Tampa, FL","Dallas/Fort Worth, TX",929,9
American Airlines,"Tampa, FL","Dallas/Fort Worth, TX",929,2
American Airlines,"Tampa, FL","Miami, FL",204,-15
American Airlines,"Tampa, FL","Miami, FL",204,-30
American Airlines,"Tampa, FL","Miami, FL",204,1
American Airlines,"Tampa, FL","Philadelphia, PA",920,2
American Airlines,"Tampa, FL","Philadelphia, PA",920,24
American Airlines,"Tampa, FL","Washington, DC",814,-3
American Airlines,"Tucson, AZ","Chicago, IL",1437,-21
American Airlines,"Tucson, AZ","Chicago, IL",1437,-24
American Airlines,"Tucson, AZ","Dallas/Fort Worth, TX",813,-16
American Airlines,"Valparaiso, FL","Dallas/Fort Worth, TX",641,-26
American Airlines,"Washington, DC","Boston, MA",399,184
American Airlines,"Washington, DC","Charlotte, NC",322,-13
American Airlines,"Washington, DC","Charlotte, NC",322,-20
American Airlines,"Washington, DC","Charlotte, NC",322,12
American Airlines,"Washington, DC","Charlotte, NC",331,-32
American Airlines,"Washington, DC","Chicago, IL",612,-4
American Airlines,"Washington, DC","Dallas/Fort Worth, TX",1192,-15
American Airlines,"Washington, DC","Dallas/Fort Worth, TX",1192,-9
American Airlines,"Washington, DC","Dallas/Fort Worth, TX",1192,-31
American Airlines,"Washington, DC","Dallas/Fort Worth, TX",1192,35
American Airlines,"Washington, DC","Fort Lauderdale, FL",899,-35
American Airlines,"Washington, DC","Los Angeles, CA",2311,-9
American Airlines,"Washington, DC","Miami, FL",919,93
American Airlines,"Washington, DC","Miami, FL",919,-6
American Airlines,"Washington, DC","Miami, FL",919,-24
American Airlines,"Washington, DC","Miami, FL",919,10
American Airlines,"Washington, DC","Miami, FL",919,-21
American Airlines,"Washington, DC","Miami, FL",919,-29
American Airlines,"Washington, DC","Orlando, FL",759,-33
American Airlines,"Washington, DC","Orlando, FL",759,-4
American Airlines,"Washington, DC","Orlando, FL",759,-33
American Airlines,"Washington, DC","Orlando, FL",759,251
American Airlines,"Washington, DC","Phoenix, AZ",1979,-25
American Airlines,"Washington, DC","Tampa, FL",814,21
American Airlines,"West Palm Beach/Palm Beach, FL","Charlotte, NC",590,-16
American Airlines,"West Palm Beach/Palm Beach, FL","Dallas/Fort Worth, TX",1102,-18
American Airlines,"Wichita, KS","Dallas/Fort Worth, TX",328,-21
American Airlines,"Wichita, KS","Dallas/Fort Worth, TX",328,-16
American Airlines,"Wilmington, NC","Charlotte, NC",185,-9
American Airlines,"Wilmington, NC","Dallas/Fort Worth, TX",1106,-1
Delta Air Lines,"Anchorage, AK","Salt Lake City, UT",2125,-5
Delta Air Lines,"Appleton, WI","Atlanta, GA",765,9
Delta Air Lines,"Atlanta, GA","Albany, NY",853,-1
Delta Air Lines,"Atlanta, GA","Appleton, WI",765,-5
Delta Air Lines,"Atlanta, GA","Asheville, NC",164,-13
Delta Air Lines,"Atlanta, GA","Asheville, NC",164,-15
Delta Air Lines,"Atlanta, GA","Asheville, NC",164,-10
Delta Air Lines,"Atlanta, GA","Austin, TX",813,35
Delta Air Lines,"Atlanta, GA","Baltimore, MD",577,16
Delta Air Lines,"Atlanta, GA","Baltimore, MD",577,-15
Delta Air Lines,"Atlanta, GA","Baltimore, MD",577,5
Delta Air Lines,"Atlanta, GA","Baltimore, MD",577,127
Delta Air Lines,"Atlanta, GA","Birmingham, AL",134,-8
Delta Air Lines,"Atlanta, GA","Birmingham, AL",134,-9
Delta Air Lines,"Atlanta, GA","Boise, ID",1838,8
Delta Air Lines,"Atlanta, GA","Bozeman, MT",1640,51
Delta Air Lines,"Atlanta, GA","Burlington, VT",961,-11
Delta Air Lines,"Atlanta, GA","Cedar Rapids/Iowa City, IA",694,160
Delta Air Lines,"Atlanta, GA","Charleston, SC",259,-4
Delta Air Lines,"Atlanta, GA","Charlotte, NC",226,1
Delta Air Lines,"Atlanta, GA","Charlotte, NC",226,-22
Delta Air Lines,"Atlanta, GA","Charlotte, NC",226,-7
Delta Air Lines,"Atlanta, GA","Charlotte, NC",226,-14
Delta Air Lines,"Atlanta, GA","Chattanooga, TN",106,36
Delta Air Lines,"Atlanta, GA","Cincinnati, OH",373,-10
Delta Air Lines,"Atlanta, GA","Colorado Springs, CO",1184,16
Delta Air Lines,"Atlanta, GA","Colorado Springs, CO",1184,29
Delta Air Lines,"Atlanta, GA","Columbia, SC",192,-10
Delta Air Lines,"Atlanta, GA","Columbia, SC",192,10
Delta Air Lines,"Atlanta, GA","Columbus, OH",447,-27
Delta Air Lines,"Atlanta, GA","Dallas/Fort Worth, TX",731,-11
Delta Air Lines,"Atlanta, GA","Dallas/Fort Worth, TX",731,-4
Delta Air Lines,"Atlanta, GA","Dayton, OH",432,-11
Delta Air Lines,"Atlanta, GA","Dayton, OH",432,17
Delta Air Lines,"Atlanta, GA","Daytona Beach, FL",366,44
Delta Air Lines,"Atlanta, GA","Daytona Beach, FL",366,-10
Delta Air Lines,"Atlanta, GA","Denver, CO",1199,19
Delta Air Lines,"Atlanta, GA","Denver, CO",1199,-24
Delta Air Lines,"Atlanta, GA","Detroit, MI",594,187
Delta Air Lines,"Atlanta, GA","Detroit, MI",594,22
Delta Air Lines,"Atlanta, GA","Detroit, MI",594,33
Delta Air Lines,"Atlanta, GA","Detroit, MI",594,-10
Delta Air Lines,"Atlanta, GA","Detroit, MI",594,-18
Delta Air Lines,"Atlanta, GA","El Paso, TX",1282,61
Delta Air Lines,"Atlanta, GA","Fort Lauderdale, FL",581,-2
Delta Air Lines,"Atlanta, GA","Fort Lauderdale, FL",581,-7
Delta Air Lines,"Atlanta, GA","Fort Lauderdale, FL",581,-21
Delta Air Lines,"Atlanta, GA","Fort Lauderdale, FL",581,78
Delta Air Lines,"Atlanta, GA","Fort Lauderdale, FL",581,-14
Delta Air Lines,"Atlanta, GA","Fort Myers, FL",515,-4
Delta Air Lines,"Atlanta, GA","Gainesville, FL",300,-24
Delta Air Lines,"Atlanta, GA","Greensboro/High Point, NC",306,2
Delta Air Lines,"Atlanta, GA","Greensboro/High Point, NC",306,-21
Delta Air Lines,"Atlanta, GA","Greensboro/High Point, NC",306,-11
Delta Air Lines,"Atlanta, GA","Greer, SC",153,-5
Delta Air Lines,"Atlanta, GA","Greer, SC",153,-19
Delta Air Lines,"Atlanta, GA","Greer, SC",153,0
Delta Air Lines,"Atlanta, GA","Gulfport/Biloxi, MS",352,-2
Delta Air Lines,"Atlanta, GA","Harrisburg, PA",620,-6
Delta Air Lines,"Atlanta, GA","Harrisburg, PA",620,14
Delta Air Lines,"Atlanta, GA","Hartford, CT",859,-24
Delta Air Lines,"Atlanta, GA","Houston, TX",689,3
Delta Air Lines,"Atlanta, GA","Houston, TX",689,24
Delta Air Lines,"Atlanta, GA","Houston, TX",696,14
Delta Air Lines,"Atlanta, GA","Houston, TX",696,-11
Delta Air Lines,"Atlanta, GA","Houston, TX",696,-10
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,2
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,45
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,43
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,73
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,-4
Delta Air Lines,"Atlanta, GA","Jacksonville, FL",269,106
Delta Air Lines,"Atlanta, GA","Kansas City, MO",692,-8
Delta Air Lines,"Atlanta, GA","Kansas City, MO",692,3
Delta Air Lines,"Atlanta, GA","Kansas City, MO",692,-9
Delta Air Lines,"Atlanta, GA","Knoxville, TN",152,-1
Delta Air Lines,"Atlanta, GA","Las Vegas, NV",1747,-8
Delta Air Lines,"Atlanta, GA","Lexington, KY",304,129
Delta Air Lines,"Atlanta, GA","Lexington, KY",304,21
Delta Air Lines,"Atlanta, GA","Los Angeles, CA",1947,-6
Delta Air Lines,"Atlanta, GA","Los Angeles, CA",1947,-2
Delta Air Lines,"Atlanta, GA","Louisville, KY",321,-13
Delta Air Lines,"Atlanta, GA","Madison, WI",707,-16
Delta Air Lines,"Atlanta, GA","Madison, WI",707,-15
Delta Air Lines,"Atlanta, GA","Memphis, TN",332,-12
Delta Air Lines,"Atlanta, GA","Memphis, TN",332,-13
Delta Air Lines,"Atlanta, GA","Memphis, TN",332,-16
Delta Air Lines,"Atlanta, GA","Miami, FL",594,80
Delta Air Lines,"Atlanta, GA","Miami, FL",594,60
Delta Air Lines,"Atlanta, GA","Miami, FL",594,-13
Delta Air Lines,"Atlanta, GA","Miami, FL",594,-9
Delta Air Lines,"Atlanta, GA","Minneapolis, MN",907,-13
Delta Air Lines,"Atlanta, GA","Myrtle Beach, SC",317,-13
Delta Air Lines,"Atlanta, GA","Myrtle Beach, SC",317,-1
Delta Air Lines,"Atlanta, GA","Myrtle Beach, SC",317,19
Delta Air Lines,"Atlanta, GA","Myrtle Beach, SC",317,-5
Delta Air Lines,"Atlanta, GA","Nashville, TN",214,-14
Delta Air Lines,"Atlanta, GA","Nashville, TN",214,9
Delta Air Lines,"Atlanta, GA","Nashville, TN",214,-6
Delta Air Lines,"Atlanta, GA","Nashville, TN",214,68
Delta Air Lines,"Atlanta, GA","Nashville, TN",214,-16
Delta Air Lines,"Atlanta, GA","New Orleans, LA",425,-18
Delta Air Lines,"Atlanta, GA","New York, NY",760,18
Delta Air Lines,"Atlanta, GA","New York, NY",762,50
Delta Air Lines,"Atlanta, GA","New York, NY",762,59
Delta Air Lines,"Atlanta, GA","New York, NY",762,32
Delta Air Lines,"Atlanta, GA","New York, NY",762,-6
Delta Air Lines,"Atlanta, GA","Newark, NJ",746,-8
Delta Air Lines,"Atlanta, GA","Norfolk, VA",516,-16
Delta Air Lines,"Atlanta, GA","Norfolk, VA",516,3
Delta Air Lines,"Atlanta, GA","Norfolk, VA",516,64
Delta Air Lines,"Atlanta, GA","Oklahoma City, OK",761,165
Delta Air Lines,"Atlanta, GA","Omaha, NE",821,19
Delta Air Lines,"Atlanta, GA","Omaha, NE",821,-8
Delta Air Lines,"Atlanta, GA","Omaha, NE",821,-13
Delta Air Lines,"Atlanta, GA","Omaha, NE",821,-8
Delta Air Lines,"Atlanta, GA","Orlando, FL",404,30
Delta Air Lines,"Atlanta, GA","Orlando, FL",404,-7
Delta Air Lines,"Atlanta, GA","Panama City, FL",240,-14
Delta Air Lines,"Atlanta, GA","Pensacola, FL",272,-4
Delta Air Lines,"Atlanta, GA","Philadelphia, PA",666,-14
Delta Air Lines,"Atlanta, GA","Philadelphia, PA",666,-4
Delta Air Lines,"Atlanta, GA","Pittsburgh, PA",526,-13
Delta Air Lines,"Atlanta, GA","Pittsburgh, PA",526,-9
Delta Air Lines,"Atlanta, GA","Pittsburgh, PA",526,-9
Delta Air Lines,"Atlanta, GA","Portland, ME",1027,47
Delta Air Lines,"Atlanta, GA","Portland, OR",2172,-18
Delta Air Lines,"Atlanta, GA","Raleigh/Durham, NC",356,0
Delta Air Lines,"Atlanta, GA","Raleigh/Durham, NC",356,-15
Delta Air Lines,"Atlanta, GA","Salt Lake City, UT",1590,-9
Delta Air Lines,"Atlanta, GA","San Diego, CA",1892,4
Delta Air Lines,"Atlanta, GA","San Francisco, CA",2139,7
Delta Air Lines,"Atlanta, GA","San Francisco, CA",2139,1
Delta Air Lines,"Atlanta, GA","San Jose, CA",2116,50
Delta Air Lines,"Atlanta, GA","San Juan, PR",1547,-17
Delta Air Lines,"Atlanta, GA","San Juan, PR",1547,-16
Delta Air Lines,"Atlanta, GA","Savannah, GA",215,-10
Delta Air Lines,"Atlanta, GA","Seattle, WA",2182,9
Delta Air Lines,"Atlanta, GA","St. Louis, MO",484,4
Delta Air Lines,"Atlanta, GA","St. Louis, MO",484,-7
Delta Air Lines,"Atlanta, GA","St. Louis, MO",484,-15
Delta Air Lines,"Atlanta, GA","St. Louis, MO",484,-23
Delta Air Lines,"Atlanta, GA","Tallahassee, FL",223,28
Delta Air Lines,"Atlanta, GA","Tallahassee, FL",223,62
Delta Air Lines,"Atlanta, GA","Tampa, FL",406,-10
Delta Air Lines,"Atlanta, GA","Tampa, FL",406,109
Delta Air Lines,"Atlanta, GA","Tucson, AZ",1541,4
Delta Air Lines,"Atlanta, GA","Tucson, AZ",1541,-10
Delta Air Lines,"Atlanta, GA","Tulsa, OK",674,2
Delta Air Lines,"Atlanta, GA","Tulsa, OK",674,-10
Delta Air Lines,"Atlanta, GA","Tulsa, OK",674,-18
Delta Air Lines,"Atlanta, GA","Tulsa, OK",674,-15
Delta Air Lines,"Atlanta, GA","Valparaiso, FL",250,2
Delta Air Lines,"Atlanta, GA","Valparaiso, FL",250,40
Delta Air Lines,"Atlanta, GA","Valparaiso, FL",250,4
Delta Air Lines,"Atlanta, GA","Washington, DC",534,-6
Delta Air Lines,"Atlanta, GA","Washington, DC",534,26
Delta Air Lines,"Atlanta, GA","Washington, DC",547,106
Delta Air Lines,"Atlanta, GA","Washington, DC",547,-19
Delta Air Lines,"Atlanta, GA","Washington, DC",547,28
Delta Air Lines,"Atlanta, GA","Washington, DC",547,10
Delta Air Lines,"Atlanta, GA","West Palm Beach/Palm Beach, FL",545,58
Delta Air Lines,"Atlanta, GA","West Palm Beach/Palm Beach, FL",545,28
Delta Air Lines,"Atlanta, GA","Wichita, KS",782,-14
Delta Air Lines,"Atlanta, GA","Wilmington, NC",377,-22
Delta Air Lines,"Atlanta, GA","Wilmington, NC",377,-4
Delta Air Lines,"Austin, TX","Atlanta, GA",813,23
Delta Air Lines,"Austin, TX","Boston, MA",1698,2
Delta Air Lines,"Austin, TX","Detroit, MI",1149,-26
Delta Air Lines,"Austin, TX","Los Angeles, CA",1242,8
Delta Air Lines,"Austin, TX","Minneapolis, MN",1042,-24
Delta Air Lines,"Austin, TX","New York, NY",1521,25
Delta Air Lines,"Austin, TX","New York, NY",1521,-22
Delta Air Lines,"Austin, TX","Salt Lake City, UT",1086,-9
Delta Air Lines,"Austin, TX","Seattle, WA",1770,85
Delta Air Lines,"Austin, TX","Seattle, WA",1770,-22
Delta Air Lines,"Baltimore, MD","Atlanta, GA",577,3
Delta Air Lines,"Baltimore, MD","Atlanta, GA",577,11
Delta Air Lines,"Baltimore, MD","Detroit, MI",409,-20
Delta Air Lines,"Baltimore, MD","Minneapolis, MN",936,2
Delta Air Lines,"Birmingham, AL","Atlanta, GA",134,-15
Delta Air Lines,"Birmingham, AL","Atlanta, GA",134,8
Delta Air Lines,"Birmingham, AL","Atlanta, GA",134,-20
Delta Air Lines,"Birmingham, AL","Atlanta, GA",134,-16
Delta Air Lines,"Boise, ID","Minneapolis, MN",1142,-35
Delta Air Lines,"Boston, MA","Atlanta, GA",946,-15
Delta Air Lines,"Boston, MA","Atlanta, GA",946,25
Delta Air Lines,"Boston, MA","Atlanta, GA",946,9
Delta Air Lines,"Boston, MA","Atlanta, GA",946,12
Delta Air Lines,"Boston, MA","Chicago, IL",867,56
Delta Air Lines,"Boston, MA","Dallas/Fort Worth, TX",1562,12
Delta Air Lines,"Boston, MA","Denver, CO",1754,-14
Delta Air Lines,"Boston, MA","Detroit, MI",632,-11
Delta Air Lines,"Boston, MA","Detroit, MI",632,8
Delta Air Lines,"Boston, MA","Fort Lauderdale, FL",1237,-9
Delta Air Lines,"Boston, MA","Fort Myers, FL",1249,-10
Delta Air Lines,"Boston, MA","Fort Myers, FL",1249,-5
Delta Air Lines,"Boston, MA","Kansas City, MO",1256,2
Delta Air Lines,"Boston, MA","Miami, FL",1258,-18
Delta Air Lines,"Boston, MA","Minneapolis, MN",1124,3
Delta Air Lines,"Boston, MA","New Orleans, LA",1367,-24
Delta Air Lines,"Boston, MA","Phoenix, AZ",2300,-15
Delta Air Lines,"Boston, MA","Raleigh/Durham, NC",612,-24
Delta Air Lines,"Boston, MA","Raleigh/Durham, NC",612,-36
Delta Air Lines,"Boston, MA","San Diego, CA",2588,-3
Delta Air Lines,"Boston, MA","San Francisco, CA",2704,35
Delta Air Lines,"Boston, MA","Seattle, WA",2496,14
Delta Air Lines,"Boston, MA","Seattle, WA",2496,7
Delta Air Lines,"Bozeman, MT","Minneapolis, MN",874,-14
Delta Air Lines,"Bristol/Johnson City/Kingsport, TN","Atlanta, GA",227,6
Delta Air Lines,"Bristol/Johnson City/Kingsport, TN","Atlanta, GA",227,-13
Delta Air Lines,"Buffalo, NY","Atlanta, GA",712,-16
Delta Air Lines,"Buffalo, NY","Detroit, MI",241,20
Delta Air Lines,"Cedar Rapids/Iowa City, IA","Atlanta, GA",694,-23
Delta Air Lines,"Charleston, SC","Minneapolis, MN",1087,-14
Delta Air Lines,"Charlotte Amalie, VI","Atlanta, GA",1599,-19
Delta Air Lines,"Charlotte, NC","Atlanta, GA",226,-1
Delta Air Lines,"Charlotte, NC","Minneapolis, MN",930,-12
Delta Air Lines,"Chattanooga, TN","Atlanta, GA",106,9
Delta Air Lines,"Chicago, IL","Atlanta, GA",591,11
Delta Air Lines,"Chicago, IL","Atlanta, GA",591,-28
Delta Air Lines,"Chicago, IL","Atlanta, GA",606,-4
Delta Air Lines,"Chicago, IL","Atlanta, GA",606,-20
Delta Air Lines,"Chicago, IL","Boston, MA",867,50
Delta Air Lines,"Chicago, IL","Detroit, MI",235,24
Delta Air Lines,"Chicago, IL","Detroit, MI",235,-4
Delta Air Lines,"Chicago, IL","New York, NY",733,47
Delta Air Lines,"Chicago, IL","Seattle, WA",1721,5
Delta Air Lines,"Cincinnati, OH","Atlanta, GA",373,-10
Delta Air Lines,"Cincinnati, OH","Atlanta, GA",373,46
Delta Air Lines,"Cincinnati, OH","Atlanta, GA",373,-12
Delta Air Lines,"Cincinnati, OH","Atlanta, GA",373,-11
Delta Air Lines,"Cincinnati, OH","Fort Lauderdale, FL",932,-5
Delta Air Lines,"Cincinnati, OH","Los Angeles, CA",1900,11
Delta Air Lines,"Cincinnati, OH","Minneapolis, MN",596,-24
Delta Air Lines,"Cincinnati, OH","Salt Lake City, UT",1450,10
Delta Air Lines,"Cincinnati, OH","Seattle, WA",1965,6
Delta Air Lines,"Cleveland, OH","Minneapolis, MN",622,-22
Delta Air Lines,"Colorado Springs, CO","Atlanta, GA",1184,-8
Delta Air Lines,"Columbia, SC","Atlanta, GA",192,-7
Delta Air Lines,"Dallas, TX","Atlanta, GA",721,59
Delta Air Lines,"Dallas, TX","Atlanta, GA",721,-14
Delta Air Lines,"Dallas/Fort Worth, TX","Atlanta, GA",731,21
Delta Air Lines,"Dallas/Fort Worth, TX","Atlanta, GA",731,-12
Delta Air Lines,"Dallas/Fort Worth, TX","Boston, MA",1562,-42
Delta Air Lines,"Dallas/Fort Worth, TX","Boston, MA",1562,-16
Delta Air Lines,"Dallas/Fort Worth, TX","Minneapolis, MN",852,-15
Delta Air Lines,"Dallas/Fort Worth, TX","New York, NY",1389,-10
Delta Air Lines,"Dallas/Fort Worth, TX","New York, NY",1389,-12
Delta Air Lines,"Dayton, OH","Atlanta, GA",432,-23
Delta Air Lines,"Dayton, OH","Atlanta, GA",432,-8
Delta Air Lines,"Dayton, OH","Atlanta, GA",432,-38
Delta Air Lines,"Daytona Beach, FL","Atlanta, GA",366,-19
Delta Air Lines,"Daytona Beach, FL","Atlanta, GA",366,-18
Delta Air Lines,"Denver, CO","Atlanta, GA",1199,2
Delta Air Lines,"Denver, CO","Atlanta, GA",1199,3
Delta Air Lines,"Denver, CO","Atlanta, GA",1199,-8
Delta Air Lines,"Denver, CO","Boston, MA",1754,-1
Delta Air Lines,"Denver, CO","Los Angeles, CA",862,-18
Delta Air Lines,"Denver, CO","Los Angeles, CA",862,-13
Delta Air Lines,"Denver, CO","Salt Lake City, UT",391,-20
Delta Air Lines,"Denver, CO","Seattle, WA",1024,-2
Delta Air Lines,"Denver, CO","Seattle, WA",1024,-15
Delta Air Lines,"Denver, CO","Seattle, WA",1024,-20
Delta Air Lines,"Des Moines, IA","Atlanta, GA",743,-18
Delta Air Lines,"Detroit, MI","Atlanta, GA",594,25
