airline,origin_city,destination_city,distance_miles,arrival_delay_minutes
Alaska Airlines,"Anchorage, AK","Chicago, IL",2846,65
Alaska Airlines,"Anchorage, AK","Cordova, AK",160,-1
Alaska Airlines,"Anchorage, AK","Fairbanks, AK",261,-18
Alaska Airlines,"Anchorage, AK","Juneau, AK",571,-21
Alaska Airlines,"Anchorage, AK","Juneau, AK",571,-14
Alaska Airlines,"Anchorage, AK","Kodiak, AK",253,-8
Alaska Airlines,"Anchorage, AK","Kodiak, AK",253,-18
Alaska Airlines,"Anchorage, AK","Kodiak, AK",253,9
Alaska Airlines,"Anchorage, AK","Los Angeles, CA",2345,-15
Alaska Airlines,"Anchorage, AK","Los Angeles, CA",2345,-44
Alaska Airlines,"Anchorage, AK","Seattle, WA",1448,-10
Alaska Airlines,"Anchorage, AK","Seattle, WA",1448,-20
Alaska Airlines,"Anchorage, AK","Seattle, WA",1448,16
Alaska Airlines,"Anchorage, AK","Seattle, WA",1448,-1
Alaska Airlines,"Barrow, AK","Anchorage, AK",725,12
Alaska Airlines,"Boise, ID","Portland, OR",344,-21
Alaska Airlines,"Boise, ID","Portland, OR",344,48
Alaska Airlines,"Boise, ID","San Diego, CA",749,17
Alaska Airlines,"Boise, ID","San Diego, CA",749,-23
Alaska Airlines,"Boise, ID","Seattle, WA",399,0
Alaska Airlines,"Boston, MA","San Diego, CA",2588,28
Alaska Airlines,"Boston, MA","San Diego, CA",2588,-45
Alaska Airlines,"Boston, MA","Seattle, WA",2496,-22
Alaska Airlines,"Boston, MA","Seattle, WA",2496,-1
Alaska Airlines,"Boston, MA","Seattle, WA",2496,21
Alaska Airlines,"Burbank, CA","Honolulu, HI",2562,-21
Alaska Airlines,"Burbank, CA","Portland, OR",817,-20
Alaska Airlines,"Burbank, CA","Seattle, WA",937,-4
Alaska Airlines,"Burbank, CA","Seattle, WA",937,-46
Alaska Airlines,"Chicago, IL","Seattle, WA",1721,1
Alaska Airlines,"Dallas/Fort Worth, TX","San Diego, CA",1171,57
Alaska Airlines,"Dallas/Fort Worth, TX","San Diego, CA",1171,76
Alaska Airlines,"Dallas/Fort Worth, TX","Seattle, WA",1660,171
Alaska Airlines,"Dallas/Fort Worth, TX","Seattle, WA",1660,-9
Alaska Airlines,"Denver, CO","Portland, OR",991,8
Alaska Airlines,"Denver, CO","Seattle, WA",1024,-8
Alaska Airlines,"Denver, CO","Seattle, WA",1024,26
Alaska Airlines,"Denver, CO","Seattle, WA",1024,-15
Alaska Airlines,"Detroit, MI","Seattle, WA",1927,-4
Alaska Airlines,"Detroit, MI","Seattle, WA",1927,26
Alaska Airlines,"Detroit, MI","Seattle, WA",1927,-40
Alaska Airlines,"Fairbanks, AK","Anchorage, AK",261,-19
Alaska Airlines,"Fairbanks, AK","Anchorage, AK",261,-21
Alaska Airlines,"Fairbanks, AK","Seattle, WA",1533,-8
Alaska Airlines,"Fort Lauderdale, FL","Seattle, WA",2717,19
Alaska Airlines,"Hilo, HI","Honolulu, HI",216,-4
Alaska Airlines,"Hilo, HI","Honolulu, HI",216,-7
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,2
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,13
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,-2
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,7
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,1
Alaska Airlines,"Honolulu, HI","Hilo, HI",216,7
Alaska Airlines,"Honolulu, HI","Kahului, HI",101,4
Alaska Airlines,"Honolulu, HI","Kahului, HI",101,1
Alaska Airlines,"Honolulu, HI","Kona, HI",163,6
Alaska Airlines,"Honolulu, HI","Kona, HI",163,2
Alaska Airlines,"Honolulu, HI","Kona, HI",163,-5
Alaska Airlines,"Honolulu, HI","Kona, HI",163,7
Alaska Airlines,"Honolulu, HI","Kona, HI",163,1
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,4
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,5
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,3
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,5
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,1
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,-3
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,0
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,-10
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,13
Alaska Airlines,"Honolulu, HI","Lihue, HI",102,-8
Alaska Airlines,"Honolulu, HI","Long Beach, CA",2569,0
Alaska Airlines,"Honolulu, HI","New York, NY",4983,52
Alaska Airlines,"Honolulu, HI","Phoenix, AZ",2917,-14
Alaska Airlines,"Honolulu, HI","Sacramento, CA",2462,-6
Alaska Airlines,"Honolulu, HI","Seattle, WA",2677,-8
Alaska Airlines,"Houston, TX","Portland, OR",1825,31
Alaska Airlines,"Juneau, AK","Petersburg, AK",123,16
Alaska Airlines,"Kahului, HI","Honolulu, HI",101,3
Alaska Airlines,"Kahului, HI","Honolulu, HI",101,3
Alaska Airlines,"Kahului, HI","Honolulu, HI",101,0
Alaska Airlines,"Kahului, HI","Lihue, HI",202,-7
Alaska Airlines,"Kahului, HI","Oakland, CA",2348,-3
Alaska Airlines,"Kansas City, MO","Seattle, WA",1490,-14
Alaska Airlines,"Kansas City, MO","Seattle, WA",1490,-10
Alaska Airlines,"Ketchikan, AK","Seattle, WA",680,-23
Alaska Airlines,"Ketchikan, AK","Seattle, WA",680,-4
Alaska Airlines,"Kodiak, AK","Anchorage, AK",253,-24
Alaska Airlines,"Kona, HI","Honolulu, HI",163,6
Alaska Airlines,"Kona, HI","Honolulu, HI",163,-7
Alaska Airlines,"Kona, HI","Honolulu, HI",163,7
Alaska Airlines,"Kona, HI","Honolulu, HI",163,3
Alaska Airlines,"Kona, HI","Honolulu, HI",163,0
Alaska Airlines,"Kona, HI","Los Angeles, CA",2504,-26
Alaska Airlines,"Kona, HI","Seattle, WA",2688,-16
Alaska Airlines,"Kona, HI","Seattle, WA",2688,-8
Alaska Airlines,"Las Vegas, NV","Honolulu, HI",2762,17
Alaska Airlines,"Las Vegas, NV","Portland, OR",763,-5
Alaska Airlines,"Las Vegas, NV","Portland, OR",763,27
Alaska Airlines,"Las Vegas, NV","Portland, OR",763,-10
Alaska Airlines,"Las Vegas, NV","Portland, OR",763,-17
Alaska Airlines,"Las Vegas, NV","Seattle, WA",867,-19
Alaska Airlines,"Las Vegas, NV","Seattle, WA",867,-14
Alaska Airlines,"Las Vegas, NV","Seattle, WA",867,-20
Alaska Airlines,"Las Vegas, NV","Seattle, WA",867,-29
Alaska Airlines,"Lihue, HI","Honolulu, HI",102,-3
Alaska Airlines,"Lihue, HI","Honolulu, HI",102,1
Alaska Airlines,"Lihue, HI","Honolulu, HI",102,-1
Alaska Airlines,"Lihue, HI","Oakland, CA",2456,33
Alaska Airlines,"Lihue, HI","Sacramento, CA",2508,-9
Alaska Airlines,"Lihue, HI","Sacramento, CA",2508,-4
Alaska Airlines,"Lihue, HI","San Diego, CA",2676,-37
Alaska Airlines,"Lihue, HI","San Francisco, CA",2446,24
Alaska Airlines,"Lihue, HI","Seattle, WA",2700,10
Alaska Airlines,"Lihue, HI","Seattle, WA",2700,56
Alaska Airlines,"Long Beach, CA","Kahului, HI",2498,-8
Alaska Airlines,"Los Angeles, CA","Anchorage, AK",2345,-18
Alaska Airlines,"Los Angeles, CA","Honolulu, HI",2556,13
Alaska Airlines,"Los Angeles, CA","Portland, OR",833,-13
Alaska Airlines,"Los Angeles, CA","Washington, DC",2311,-55
Alaska Airlines,"Miami, FL","Seattle, WA",2724,-5
Alaska Airlines,"Minneapolis, MN","Portland, OR",1426,11
Alaska Airlines,"Nashville, TN","Portland, OR",1973,-9
Alaska Airlines,"Nashville, TN","Seattle, WA",1978,-13
Alaska Airlines,"Nashville, TN","Seattle, WA",1978,-16
Alaska Airlines,"New Orleans, LA","Seattle, WA",2086,55
Alaska Airlines,"New York, NY","Seattle, WA",2422,-34
Alaska Airlines,"New York, NY","Seattle, WA",2422,-20
Alaska Airlines,"Newark, NJ","Seattle, WA",2402,-14
Alaska Airlines,"Newark, NJ","Seattle, WA",2402,-40
Alaska Airlines,"Oakland, CA","Lihue, HI",2456,-7
Alaska Airlines,"Oakland, CA","Seattle, WA",672,6
Alaska Airlines,"Orlando, FL","Seattle, WA",2554,-4
Alaska Airlines,"Palm Springs, CA","Seattle, WA",987,-19
Alaska Airlines,"Petersburg, AK","Juneau, AK",123,-15
Alaska Airlines,"Petersburg, AK","Wrangell, AK",31,-15
Alaska Airlines,"Phoenix, AZ","Honolulu, HI",2917,82
Alaska Airlines,"Phoenix, AZ","Portland, OR",1010,-20
Alaska Airlines,"Phoenix, AZ","Seattle, WA",1107,-2
Alaska Airlines,"Phoenix, AZ","Seattle, WA",1107,9
Alaska Airlines,"Pittsburgh, PA","Seattle, WA",2125,-45
Alaska Airlines,"Portland, OR","Anchorage, AK",1542,108
Alaska Airlines,"Portland, OR","Atlanta, GA",2172,15
Alaska Airlines,"Portland, OR","Boise, ID",344,-14
Alaska Airlines,"Portland, OR","Boston, MA",2537,-7
Alaska Airlines,"Portland, OR","Boston, MA",2537,-4
Alaska Airlines,"Portland, OR","Chicago, IL",1739,45
Alaska Airlines,"Portland, OR","Honolulu, HI",2603,16
Alaska Airlines,"Portland, OR","Houston, TX",1825,-26
Alaska Airlines,"Portland, OR","Las Vegas, NV",763,-15
Alaska Airlines,"Portland, OR","Los Angeles, CA",833,-24
Alaska Airlines,"Portland, OR","Los Angeles, CA",833,19
Alaska Airlines,"Portland, OR","Los Angeles, CA",833,-7
Alaska Airlines,"Portland, OR","Sacramento, CA",479,8
Alaska Airlines,"Portland, OR","San Francisco, CA",550,41
Alaska Airlines,"Portland, OR","Seattle, WA",129,-21
Alaska Airlines,"Reno, NV","Seattle, WA",564,-19
Alaska Airlines,"Sacramento, CA","Kahului, HI",2403,2
Alaska Airlines,"Sacramento, CA","Lihue, HI",2508,-14
Alaska Airlines,"Sacramento, CA","Portland, OR",479,145
Alaska Airlines,"Salt Lake City, UT","Honolulu, HI",2994,-31
Alaska Airlines,"San Diego, CA","Honolulu, HI",2614,31
Alaska Airlines,"San Diego, CA","Newark, NJ",2425,-16
Alaska Airlines,"San Diego, CA","Portland, OR",933,-19
Alaska Airlines,"San Diego, CA","Portland, OR",933,-21
Alaska Airlines,"San Diego, CA","San Jose, CA",417,26
Alaska Airlines,"San Diego, CA","Seattle, WA",1050,-31
Alaska Airlines,"San Diego, CA","Seattle, WA",1050,30
Alaska Airlines,"San Diego, CA","Seattle, WA",1050,5
Alaska Airlines,"San Diego, CA","Seattle, WA",1050,89
Alaska Airlines,"San Diego, CA","Seattle, WA",1050,29
Alaska Airlines,"San Diego, CA","Tampa, FL",2087,-27
Alaska Airlines,"San Francisco, CA","Honolulu, HI",2398,6
Alaska Airlines,"San Francisco, CA","Honolulu, HI",2398,-8
Alaska Airlines,"San Francisco, CA","Kahului, HI",2338,-15
Alaska Airlines,"San Francisco, CA","Las Vegas, NV",414,0
Alaska Airlines,"San Francisco, CA","Los Angeles, CA",337,-11
Alaska Airlines,"San Francisco, CA","Portland, OR",550,-11
Alaska Airlines,"San Francisco, CA","Seattle, WA",679,61
Alaska Airlines,"San Jose, CA","Honolulu, HI",2417,-8
Alaska Airlines,"San Jose, CA","Seattle, WA",696,3
Alaska Airlines,"Santa Ana, CA","Boise, ID",688,-17
Alaska Airlines,"Santa Ana, CA","Portland, OR",859,23
Alaska Airlines,"Santa Rosa, CA","Seattle, WA",618,-7
Alaska Airlines,"Seattle, WA","Anchorage, AK",1448,15
Alaska Airlines,"Seattle, WA","Anchorage, AK",1448,-29
Alaska Airlines,"Seattle, WA","Atlanta, GA",2182,-9
Alaska Airlines,"Seattle, WA","Austin, TX",1770,30
Alaska Airlines,"Seattle, WA","Boise, ID",399,-9
Alaska Airlines,"Seattle, WA","Boston, MA",2496,-32
Alaska Airlines,"Seattle, WA","Burbank, CA",937,71
Alaska Airlines,"Seattle, WA","Chicago, IL",1721,-43
Alaska Airlines,"Seattle, WA","Chicago, IL",1721,-11
Alaska Airlines,"Seattle, WA","Cleveland, OH",2021,-9
Alaska Airlines,"Seattle, WA","Dallas/Fort Worth, TX",1660,-13
Alaska Airlines,"Seattle, WA","Denver, CO",1024,-13
Alaska Airlines,"Seattle, WA","Honolulu, HI",2677,72
Alaska Airlines,"Seattle, WA","Honolulu, HI",2677,30
Alaska Airlines,"Seattle, WA","Honolulu, HI",2677,-26
Alaska Airlines,"Seattle, WA","Indianapolis, IN",1866,-2
Alaska Airlines,"Seattle, WA","Kahului, HI",2639,-23
Alaska Airlines,"Seattle, WA","Kansas City, MO",1490,-7
Alaska Airlines,"Seattle, WA","Kona, HI",2688,-17
Alaska Airlines,"Seattle, WA","Las Vegas, NV",867,-20
Alaska Airlines,"Seattle, WA","Los Angeles, CA",954,-15
Alaska Airlines,"Seattle, WA","Los Angeles, CA",954,-19
Alaska Airlines,"Seattle, WA","Los Angeles, CA",954,-12
Alaska Airlines,"Seattle, WA","Miami, FL",2724,-23
Alaska Airlines,"Seattle, WA","Milwaukee, WI",1694,-39
Alaska Airlines,"Seattle, WA","Milwaukee, WI",1694,-31
Alaska Airlines,"Seattle, WA","Minneapolis, MN",1399,10
Alaska Airlines,"Seattle, WA","Missoula, MT",389,-8
Alaska Airlines,"Seattle, WA","Nashville, TN",1978,-39
Alaska Airlines,"Seattle, WA","Nashville, TN",1978,-8
Alaska Airlines,"Seattle, WA","Newark, NJ",2402,-55
Alaska Airlines,"Seattle, WA","Newark, NJ",2402,-26
Alaska Airlines,"Seattle, WA","Newark, NJ",2402,-46
Alaska Airlines,"Seattle, WA","Newark, NJ",2402,-35
Alaska Airlines,"Seattle, WA","Ontario, CA",956,21
Alaska Airlines,"Seattle, WA","Palm Springs, CA",987,-9
Alaska Airlines,"Seattle, WA","Philadelphia, PA",2379,9
Alaska Airlines,"Seattle, WA","Phoenix, AZ",1107,-11
Alaska Airlines,"Seattle, WA","Phoenix, AZ",1107,-17
Alaska Airlines,"Seattle, WA","Phoenix, AZ",1107,-22
Alaska Airlines,"Seattle, WA","Raleigh/Durham, NC",2354,-41
Alaska Airlines,"Seattle, WA","Reno, NV",564,-19
Alaska Airlines,"Seattle, WA","Sacramento, CA",605,2
Alaska Airlines,"Seattle, WA","Sacramento, CA",605,-4
Alaska Airlines,"Seattle, WA","Salt Lake City, UT",689,-12
Alaska Airlines,"Seattle, WA","Salt Lake City, UT",689,-24
Alaska Airlines,"Seattle, WA","San Antonio, TX",1774,-15
Alaska Airlines,"Seattle, WA","San Diego, CA",1050,8
Alaska Airlines,"Seattle, WA","San Diego, CA",1050,-11
Alaska Airlines,"Seattle, WA","San Diego, CA",1050,-12
Alaska Airlines,"Seattle, WA","San Francisco, CA",679,47
Alaska Airlines,"Seattle, WA","San Francisco, CA",679,29
Alaska Airlines,"Seattle, WA","San Francisco, CA",679,61
Alaska Airlines,"Seattle, WA","San Jose, CA",696,13
Alaska Airlines,"Seattle, WA","Santa Ana, CA",978,115
Alaska Airlines,"Seattle, WA","Santa Barbara, CA",908,3
Alaska Airlines,"Seattle, WA","Sitka, AK",861,-18
Alaska Airlines,"Seattle, WA","Sitka, AK",861,-9
Alaska Airlines,"Seattle, WA","St. Louis, MO",1709,-10
Alaska Airlines,"Seattle, WA","Washington, DC",2329,-46
Alaska Airlines,"Spokane, WA","San Diego, CA",1027,-8
Alaska Airlines,"Tampa, FL","San Diego, CA",2087,-20
Alaska Airlines,"Tampa, FL","Seattle, WA",2520,0
Alaska Airlines,"Washington, DC","Los Angeles, CA",2311,-11
Alaska Airlines,"Washington, DC","San Diego, CA",2276,-17
Alaska Airlines,"Washington, DC","Seattle, WA",2305,289
Alaska Airlines,"Wrangell, AK","Petersburg, AK",31,25
Alaska Airlines,"Yakutat, AK","Juneau, AK",199,-4
Allegiant Air,"Akron, OH","Punta Gorda, FL",965,-23
Allegiant Air,"Albany, NY","Punta Gorda, FL",1185,13
Allegiant Air,"Allentown/Bethlehem/Easton, PA","Punta Gorda, FL",1018,-4
Allegiant Air,"Allentown/Bethlehem/Easton, PA","Sanford, FL",882,-7
Allegiant Air,"Appleton, WI","Fort Myers, FL",1279,-24
Allegiant Air,"Appleton, WI","Phoenix, AZ",1452,-9
Allegiant Air,"Appleton, WI","Santa Ana, CA",1729,-11
Allegiant Air,"Asheville, NC","Punta Gorda, FL",588,8
Allegiant Air,"Atlantic City, NJ","Fort Lauderdale, FL",977,10
Allegiant Air,"Atlantic City, NJ","Fort Lauderdale, FL",977,18
Allegiant Air,"Atlantic City, NJ","Sanford, FL",829,-9
Allegiant Air,"Atlantic City, NJ","St. Petersburg, FL",922,-23
Allegiant Air,"Belleville, IL","St. Petersburg, FL",841,3
Allegiant Air,"Chattanooga, TN","St. Petersburg, FL",513,41
Allegiant Air,"Cincinnati, OH","Charleston, SC",497,-17
Allegiant Air,"Cincinnati, OH","Charleston, SC",497,-11
Allegiant Air,"Cincinnati, OH","Punta Gorda, FL",850,17
Allegiant Air,"Colorado Springs, CO","Phoenix, AZ",543,12
Allegiant Air,"Columbus, OH","Fort Lauderdale, FL",961,31
Allegiant Air,"Concord, NC","Punta Gorda, FL",588,-4
Allegiant Air,"Dayton, OH","St. Petersburg, FL",831,50
Allegiant Air,"Denver, CO","Appleton, WI",883,145
Allegiant Air,"Denver, CO","Asheville, NC",1248,-17
Allegiant Air,"Elmira/Corning, NY","Sanford, FL",954,-27
Allegiant Air,"Evansville, IN","Sanford, FL",734,158
Allegiant Air,"Fayetteville, AR","Sanford, FL",920,180
Allegiant Air,"Fayetteville, AR","Valparaiso, FL",601,-8
Allegiant Air,"Fort Lauderdale, FL","Albany, NY",1204,56
Allegiant Air,"Fort Lauderdale, FL","Allentown/Bethlehem/Easton, PA",1041,33
Allegiant Air,"Fort Lauderdale, FL","Asheville, NC",661,-15
Allegiant Air,"Fort Lauderdale, FL","Greer, SC",620,-1
Allegiant Air,"Fort Lauderdale, FL","South Bend, IN",1134,9
Allegiant Air,"Grand Rapids, MI","Austin, TX",1103,-24
Allegiant Air,"Grand Rapids, MI","Las Vegas, NV",1642,-23
Allegiant Air,"Gulf Shores, AL","Nashville, TN",406,175
Allegiant Air,"Kansas City, MO","St. Petersburg, FL",1045,-7
Allegiant Air,"Key West, FL","Columbus, OH",1054,-7
Allegiant Air,"Knoxville, TN","Houston, TX",782,-14
Allegiant Air,"Knoxville, TN","Orlando, FL",532,41
Allegiant Air,"Las Vegas, NV","Billings, MT",754,-7
Allegiant Air,"Las Vegas, NV","Great Falls, MT",810,-17
Allegiant Air,"Las Vegas, NV","Mission/McAllen/Edinburg, TX",1210,2
Allegiant Air,"Las Vegas, NV","Spokane, WA",806,79
Allegiant Air,"Lexington, KY","Fort Lauderdale, FL",865,6
Allegiant Air,"Louisville, KY","Sarasota/Bradenton, FL",765,-7
Allegiant Air,"Melbourne, FL","Pittsburgh, PA",854,-18
Allegiant Air,"Memphis, TN","Sanford, FL",671,-11
Allegiant Air,"Memphis, TN","Sanford, FL",671,-4
Allegiant Air,"Mission/McAllen/Edinburg, TX","Las Vegas, NV",1210,44
Allegiant Air,"Myrtle Beach, SC","Columbus, OH",478,-7
Allegiant Air,"Nashville, TN","Bozeman, MT",1435,-17
Allegiant Air,"Nashville, TN","Provo, UT",1388,-9
Allegiant Air,"Nashville, TN","Punta Gorda, FL",692,-3
Allegiant Air,"Nashville, TN","Sanford, FL",598,-8
Allegiant Air,"Niagara Falls, NY","Punta Gorda, FL",1129,-20
Allegiant Air,"Omaha, NE","Sanford, FL",1195,35
Allegiant Air,"Peoria, IL","Las Vegas, NV",1413,5
Allegiant Air,"Phoenix, AZ","Eugene, OR",971,-15
Allegiant Air,"Phoenix, AZ","Eugene, OR",971,26
Allegiant Air,"Phoenix, AZ","La Crosse, WI",1318,-5
Allegiant Air,"Phoenix, AZ","Wichita, KS",855,22
Allegiant Air,"Provo, UT","Phoenix, AZ",477,59
Allegiant Air,"Punta Gorda, FL","Peoria, IL",1044,-15
Allegiant Air,"Punta Gorda, FL","Washington, DC",870,-5
Allegiant Air,"Rockford, IL","Las Vegas, NV",1455,-21
Allegiant Air,"Sanford, FL","Evansville, IN",734,150
Allegiant Air,"Sanford, FL","Grand Rapids, MI",1001,-12
Allegiant Air,"Sanford, FL","Roanoke, VA",594,1
Allegiant Air,"Santa Ana, CA","Phoenix, AZ",360,-3
Allegiant Air,"Savannah, GA","Akron, OH",606,-19
Allegiant Air,"Savannah, GA","Appleton, WI",926,-6
Allegiant Air,"Sioux Falls, SD","Fort Lauderdale, FL",1526,188
Allegiant Air,"South Bend, IN","Fort Lauderdale, FL",1134,2
Allegiant Air,"St. Petersburg, FL","Akron, OH",899,4
Allegiant Air,"St. Petersburg, FL","Ashland, WV",721,-2
Allegiant Air,"St. Petersburg, FL","Cincinnati, OH",776,-13
Allegiant Air,"St. Petersburg, FL","Indianapolis, IN",840,-10
Allegiant Air,"St. Petersburg, FL","Peoria, IL",965,-36
Allegiant Air,"Stockton, CA","Las Vegas, NV",359,156
Allegiant Air,"Stockton, CA","Phoenix, AZ",603,4
Allegiant Air,"Syracuse, NY","Nashville, TN",741,-14
Allegiant Air,"Tulsa, OK","Las Vegas, NV",1076,-18
Allegiant Air,"Tulsa, OK","St. Petersburg, FL",961,-4
Allegiant Air,"Valparaiso, FL","Fayetteville, AR",601,40
Allegiant Air,"Valparaiso, FL","Fayetteville, AR",601,4
Allegiant Air,"Washington, DC","Knoxville, TN",420,-32
American Airlines,"Albany, NY","Charlotte, NC",646,-31
American Airlines,"Albany, NY","Dallas/Fort Worth, TX",1434,-12
American Airlines,"Anchorage, AK","Chicago, IL",2846,19
American Airlines,"Anchorage, AK","Dallas/Fort Worth, TX",3043,-14
American Airlines,"Asheville, NC","Charlotte, NC",91,-18
American Airlines,"Asheville, NC","Dallas/Fort Worth, TX",848,60
American Airlines,"Atlanta, GA","Los Angeles, CA",1947,-19
American Airlines,"Atlanta, GA","Philadelphia, PA",666,-20
American Airlines,"Austin, TX","Dallas/Fort Worth, TX",190,-15
American Airlines,"Austin, TX","Dallas/Fort Worth, TX",190,248
American Airlines,"Austin, TX","Dallas/Fort Worth, TX",190,-13
American Airlines,"Austin, TX","Miami, FL",1103,5
American Airlines,"Austin, TX","Philadelphia, PA",1431,28
American Airlines,"Austin, TX","Phoenix, AZ",872,-1
American Airlines,"Baltimore, MD","Dallas/Fort Worth, TX",1217,13
American Airlines,"Baltimore, MD","Dallas/Fort Worth, TX",1217,-7
American Airlines,"Boise, ID","Dallas/Fort Worth, TX",1272,-13
American Airlines,"Boston, MA","Charlotte, NC",728,-32
American Airlines,"Boston, MA","Charlotte, NC",728,-26
American Airlines,"Boston, MA","Charlotte, NC",728,-18
American Airlines,"Boston, MA","Charlotte, NC",728,-16
American Airlines,"Boston, MA","Dallas/Fort Worth, TX",1562,-13
American Airlines,"Boston, MA","Dallas/Fort Worth, TX",1562,102
American Airlines,"Boston, MA","Los Angeles, CA",2611,-20
American Airlines,"Boston, MA","Los Angeles, CA",2611,-15
American Airlines,"Boston, MA","Orlando, FL",1121,-17
American Airlines,"Boston, MA","Philadelphia, PA",280,9
American Airlines,"Boston, MA","Philadelphia, PA",280,6
American Airlines,"Boston, MA","Phoenix, AZ",2300,-15
American Airlines,"Boston, MA","Phoenix, AZ",2300,-15
American Airlines,"Boston, MA","Washington, DC",399,-25
American Airlines,"Buffalo, NY","Chicago, IL",474,-29
American Airlines,"Buffalo, NY","Dallas/Fort Worth, TX",1212,63
American Airlines,"Charleston, SC","Charlotte, NC",168,106
American Airlines,"Charleston, SC","Charlotte, NC",168,139
American Airlines,"Charleston, SC","Dallas/Fort Worth, TX",987,-8
American Airlines,"Charleston, SC","Miami, FL",489,45
American Airlines,"Charleston, SC","Miami, FL",489,-6
American Airlines,"Charleston, SC","Philadelphia, PA",550,-13
American Airlines,"Charleston, SC","Philadelphia, PA",550,-23
American Airlines,"Charlotte, NC","Austin, TX",1032,219
American Airlines,"Charlotte, NC","Austin, TX",1032,46
American Airlines,"Charlotte, NC","Austin, TX",1032,0
American Airlines,"Charlotte, NC","Baltimore, MD",361,-4
American Airlines,"Charlotte, NC","Bangor, ME",921,-11
American Airlines,"Charlotte, NC","Birmingham, AL",350,1
American Airlines,"Charlotte, NC","Boston, MA",728,2
American Airlines,"Charlotte, NC","Boston, MA",728,-27
American Airlines,"Charlotte, NC","Boston, MA",728,-15
American Airlines,"Charlotte, NC","Boston, MA",728,10
American Airlines,"Charlotte, NC","Boston, MA",728,-28
American Airlines,"Charlotte, NC","Buffalo, NY",546,-17
American Airlines,"Charlotte, NC","Cedar Rapids/Iowa City, IA",742,-2
American Airlines,"Charlotte, NC","Charleston, SC",168,38
American Airlines,"Charlotte, NC","Charleston, SC",168,-8
American Airlines,"Charlotte, NC","Chicago, IL",599,-9
American Airlines,"Charlotte, NC","Chicago, IL",599,-4
American Airlines,"Charlotte, NC","Chicago, IL",599,-5
American Airlines,"Charlotte, NC","Chicago, IL",599,-14
American Airlines,"Charlotte, NC","Chicago, IL",599,11
American Airlines,"Charlotte, NC","Chicago, IL",599,-3
American Airlines,"Charlotte, NC","Chicago, IL",599,299
American Airlines,"Charlotte, NC","Columbus, OH",347,80
American Airlines,"Charlotte, NC","Dallas/Fort Worth, TX",935,3
American Airlines,"Charlotte, NC","Dallas/Fort Worth, TX",935,-8
American Airlines,"Charlotte, NC","Dallas/Fort Worth, TX",935,-6
American Airlines,"Charlotte, NC","Dallas/Fort Worth, TX",935,20
American Airlines,"Charlotte, NC","Denver, CO",1337,-9
American Airlines,"Charlotte, NC","Denver, CO",1337,-29
American Airlines,"Charlotte, NC","Detroit, MI",500,27
American Airlines,"Charlotte, NC","Fort Lauderdale, FL",632,-12
American Airlines,"Charlotte, NC","Fort Lauderdale, FL",632,-9
American Airlines,"Charlotte, NC","Fort Myers, FL",600,-15
American Airlines,"Charlotte, NC","Grand Rapids, MI",583,85
American Airlines,"Charlotte, NC","Grand Rapids, MI",583,-10
American Airlines,"Charlotte, NC","Greensboro/High Point, NC",84,29
American Airlines,"Charlotte, NC","Greensboro/High Point, NC",84,8
American Airlines,"Charlotte, NC","Harrisburg, PA",413,222
American Airlines,"Charlotte, NC","Houston, TX",912,-6
American Airlines,"Charlotte, NC","Houston, TX",912,2
American Airlines,"Charlotte, NC","Houston, TX",912,49
American Airlines,"Charlotte, NC","Indianapolis, IN",427,14
American Airlines,"Charlotte, NC","Indianapolis, IN",427,92
American Airlines,"Charlotte, NC","Jacksonville, FL",328,-1
American Airlines,"Charlotte, NC","Jacksonville, FL",328,94
American Airlines,"Charlotte, NC","Key West, FL",736,1
American Airlines,"Charlotte, NC","Key West, FL",736,7
American Airlines,"Charlotte, NC","Las Vegas, NV",1916,-16
American Airlines,"Charlotte, NC","Las Vegas, NV",1916,-17
American Airlines,"Charlotte, NC","Los Angeles, CA",2125,13
American Airlines,"Charlotte, NC","Memphis, TN",511,2
American Airlines,"Charlotte, NC","Miami, FL",650,-27
American Airlines,"Charlotte, NC","Milwaukee, WI",651,28
American Airlines,"Charlotte, NC","Minneapolis, MN",930,32
American Airlines,"Charlotte, NC","Myrtle Beach, SC",157,-15
American Airlines,"Charlotte, NC","New Orleans, LA",650,243
American Airlines,"Charlotte, NC","New Orleans, LA",650,-10
American Airlines,"Charlotte, NC","New York, NY",542,-5
American Airlines,"Charlotte, NC","New York, NY",542,-17
American Airlines,"Charlotte, NC","New York, NY",544,1
American Airlines,"Charlotte, NC","New York, NY",544,-5
American Airlines,"Charlotte, NC","New York, NY",544,59
